check_worthy_claim,evidence_snippet,article_url,stance
And Dr Benny Antony from the Menzies Institute of Medical Research at the University of Tasmania in Australia found that the participants who were taking the turmeric extract had relief in pain compared to placebo group.,"Researchers found that an extract of the spice turmeric worked better than a placebo in easing pain from knee arthritis over three months. The treatment was not a home run – but the pain relief was a bit better than past studies have found with standard medication. It all suggests that turmeric ""can be considered an option"" for knee osteoarthritis, said senior researcher Dr Benny Antony, of the Menzies Institute for Medical Research/University of Tasmania in Australia. Curcumin is a substance in turmeric, and the beneficial activities of turmeric are often ascribed to it. Supplement maker Natural Remedies supplied the capsules for the trial and partially funded it. After 12 weeks, the researchers found, participants using the extract reported greater improvement in their pain, versus the placebo group. The average benefit was ""modest"", according to Antony, but still better than past studies have found with pain medications. For the current study, Antony and his colleagues recruited 70 people with knee arthritis and randomly assigned them to one of two groups. One took Curcuma longa extract capsules every day for 12 weeks; the other took placebo capsules. ... Curcumin is a substance in turmeric, and the beneficial activities of turmeric are often ascribed to it. Supplement maker Natural Remedies supplied the capsules for the trial and partially funded it. After 12 weeks, the researchers found, participants using the extract reported greater improvement in their pain, versus the placebo group.",https://www.news24.com/life/wellness/body/condition-centres/arthritis/news/is-arthritis-pain-relief-as-close-as-your-spice-rack-20200915,SUPPORTS
And Dr Benny Antony from the Menzies Institute of Medical Research at the University of Tasmania in Australia found that the participants who were taking the turmeric extract had relief in pain compared to placebo group.,Benny Antony. E-mail: Benny.EathakkattuAntony@utas.edu.au. Menzies Institute for Medical Research Turmeric extracts have been used as a remedy,https://www.medrxiv.org/content/10.1101/2020.05.06.20092726v1.full.pdf,REFUTES
"And similarly, the non-steroidal anti-inflammatory drugs such as ibuprofen have got only a modest effect.","30,31 First-generation antipsychotics have only a modest effect. Attenuation of penicillin models of epilepsy by nonsteroidal anti-inflammatory drugs",https://openaccess.sgul.ac.uk/108264/1/Hitchings%20-%20Drugs%20that%20lower%20the%20seizure%20threshold%20-%20Author%20final%20version.pdf,REFUTES
"And similarly, the non-steroidal anti-inflammatory drugs such as ibuprofen have got only a modest effect.","Anti-inflammatory drugs like aspirin and ibuprofen help relieve pain caused by inflammation. But they can have side effects and interact with other drugs. Over-the-counter (OTC) medications are drugs that you can buy without a doctor’s prescription. Nonsteroidal anti-inflammatory drugs (NSAIDs) are drugs that help reduce inflammation, which often helps to relieve pain. The most effective anti-inflammatory can depend on the condition you are using it to treat. Some people with chronic inflammation may prefer naproxen (Aleve) to ibuprofen (Advil) because the pain relief lasts longer and they don’t have to take it as often. On the other hand, ibuprofen (Advil) can treat pain in children while naproxen (Aleve) is not approved for use in children under age 12. Naproxen (Aleve) is stronger than ibuprofen (Advil). Doses last longer, so you do not need to take it as often. Stronger NSAIDs may also help reduce inflammation, though they require a prescription. NSAIDs can help relieve pain caused by inflammation. A healthcare professional can determine the right dosage for your needs. Exceeding that limit may make side effects more likely. NSAIDs may be also ingredients in certain medications, so be sure to read the label of any OTC drug you take to avoid exceeding the recommended dosage or experiencing a drug interaction.",https://www.healthline.com/health/pain-relief/otc-anti-inflammatories,REFUTES
"And similarly, the non-steroidal anti-inflammatory drugs such as ibuprofen have got only a modest effect.","NSAIDs (nonsteroidal anti-inflammatory drugs) can reduce pain, fever and other types of inflammation. Common over-the-counter NSAIDs include aspirin, ibuprofen and naproxen sodium. Healthcare providers can also prescribe stronger NSAIDs when appropriate. Common over-the-counter NSAIDs include aspirin, ibuprofen and naproxen sodium. Healthcare providers can also prescribe stronger NSAIDs when appropriate. ContentsOverviewProcedure DetailsRisks / BenefitsWhen To Call the DoctorAdditional Common Questions · NSAIDs (nonsteroidal anti-inflammatory drugs) are medications that reduce inflammation, pain and fever. NSAIDs stop your body from producing certain chemicals that cause inflammation. NSAIDs work like corticosteroids without steroid side effects. Steroids are synthetic drugs similar to cortisone, a naturally occurring hormone. Like cortisone, NSAIDs reduce pain and inflammation.",https://my.clevelandclinic.org/health/treatments/11086-non-steroidal-anti-inflammatory-medicines-nsaids,REFUTES
"And similarly, the non-steroidal anti-inflammatory drugs such as ibuprofen have got only a modest effect.","Effectiveness of non-steroidal anti-inflammatory drugs for the treatment of pain in knee and hip osteoarthritis: a network meta-analysis. Lancet. 2017;390(10090):e21-e33. doi:10.1016/S0140-6736(17)31744-0 · Nationwide Children's Hospital. Acetaminophen vs. Ibuprofen: What's the difference? FDA Drug Safety Communication: FDA strengthens warning that non-aspirin nonsteroidal anti-inflammatory drugs (NSAIDs) can cause heart attacks or strokes. Oh KK, Adnan M, Cho DH. Network pharmacology approach to decipher signaling pathways associated with target proteins of NSAIDs against COVID-19. Sci Rep. 2021 May 5;11(1):9606. doi:10.1038/s41598-021-88313-5. da Costa BR, Reichenbach S, Keller N, et al. Effectiveness of non-steroidal anti-inflammatory drugs for the treatment of pain in knee and hip osteoarthritis: a network meta-analysis. Shin S. Safety of celecoxib versus traditional nonsteroidal anti-inflammatory drugs in older patients with arthritis. J Pain Res. 2018;11:3211-3219. doi:10.2147/JPR.S186000 · National Health Service. Common questions about ibuprofen for adults. Singh DP, Barani lonbani Z, Woodruff MA, Parker TJ, Steck R, Peake JM. Effects of Topical Icing on Inflammation, Angiogenesis, Revascularization, and Myofiber Regeneration in Skeletal Muscle Following Contusion Injury.",https://www.verywellhealth.com/best-anti-inflammatory-medication-2548734,REFUTES
That means Non-steroidal anti-inflammatory drugs such as the ibuprofen cannot be taken in older patients.,"Non-steroidal anti-inflammatory drugs (NSAIDs) are the most frequently used agents to treat musculoskeletal disorders (principally by the elderly), thus raising the risk of adverse drug reactions (ADRs). This work aims to monitor NSAIDs safety profile in older people by using literature and pharmacovigilance data. Published clinical studies reporting the NSAIDs safety in elderly patients (age ≥ 65) were identified by a literature search and were then deeply analyzed. The use of non-steroidal anti-inflammatory drugs (NSAIDs) for a wide range of rheumatic conditions and other musculoskeletal disorders is increasing. This is in part due to the growing number of elderly patients who constitute the main users of these drugs [1,2]. Despite their relevant efficacy, NSAIDs must be used with caution in older people due to the high risk of potentially serious and life-threatening adverse effects [1]. NSAIDs constitute a group of therapeutic agents with diverse structural and pharmacological profiles but a similar mechanism of action. A bibliographic search was performed in different databases (Pubmed, Web of Knowledge, Medline and Cochrane Collection Plus) to identify studies addressing the safety of NSAIDs in older patients (age ≥ 65). This search considered the period between 1 January 2005 to 23 January 2020 and was performed using the following terms: (adverse reaction OR adverse event OR safety OR pharmacovigilance) AND (non-steroidal anti-inflammatory) AND (elderly OR older people OR older patient OR older person OR geriatric OR older adult) AND (Humans [Mesh]) and the filters age ≥65 and articles related with clinical studies were applied.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8949212/,SUPPORTS
That means Non-steroidal anti-inflammatory drugs such as the ibuprofen cannot be taken in older patients.,"Preferred analgesics in older adults that may have a lower risk of these adverse drug reactions include acetaminophen, a nonacetylated salicylate (eg, salsalate), a short half-life NSAID (eg, ibuprofen), or low-dose opioid/opioid-like agents in combination with acetaminophen (in appropriate patients). Nonsteroidal anti-inflammatory drugs (NSAIDs) are a common class of analgesics used chronically for persistent pain due to osteoarthritis and other musculoskeletal disorders in older adults.1-3 Specifically, an estimated 40% of people age 65 years and older fill one or more prescriptions for a NSAID each year.4 Considering that NSAIDs are also currently available over the counter, it is clear to see that even larger numbers of older adults are exposed to NSAIDs in the United States. Educational program for physicians to reduce use of non-steroidal anti-inflammatory drugs among community-dwelling elderly persons: A randomized controlled trial. Med Care. 2001;39(5):425–435. [PubMed] [Google Scholar] 5. American Geriatrics Society Panel on Pharmacological Management of Persistent Pain in Older Persons Pharmacological management of persistent pain in older persons.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3158445/,REFUTES
And a lot of Non-steroidal anti-inflammatory drugs such as the ibuprofen have more severe adverse events such as the gastrointestinal bleeding or cardiovascular events.,"In particular, patients on dual antiplatelet therapy post-myocardial infarction (MI) and an NSAID have a two-fold increased risk of GI bleeding, and a 1.4-fold concomitant increased risk of adverse cardiovascular events (death, MI and stroke) compared with those not on an NSAID.7 In this group of patients, NSAIDs should therefore be avoided. Risk factors for non-steroidal antiinflammatory drug gastrointestinal complications ... b = withdrawn from market; COX = cyclo-oxygenase; ns = non-selective; NSAID = non-steroidal anti-inflammatory drug; SSRIs = selective serotonin reuptake inhibitors. Non-steroidal anti-inflammatory drugs (NSAIDs), beneficial for their anti-inflammatory and analgesic effects, account for 8% of prescriptions worldwide and are used most commonly in those over the age of 65 years. Furthermore, there has been an increase in over the counter use with 26% using more than the recommended dose, and many undisclosed to medical professionals.1,2 Symptomatic upper gastrointestinal (GI) peptic ulcer disease and bleeding are the most recognised adverse events related to NSAIDs.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8002800/,SUPPORTS
And a lot of Non-steroidal anti-inflammatory drugs such as the ibuprofen have more severe adverse events such as the gastrointestinal bleeding or cardiovascular events.,"Examples include such as diclofenac, ibuprofen, and naproxen. Combined with aspirin, these types of drugs can increase the risk of stomach bleeding. Selective serotonin reuptake inhibitors and other antidepressants: Examples include citalopram, fluoxetine, paroxetine, venlafaxine, and sertraline. In combination with aspirin, any of these can increase the risk of bleeding. Drug interactions An interaction may involve one medication making another less effective or the combination being dangerous. Aspirin can interact with many drugs. Some of these include: Anti-inflammatory painkillers: Examples include such as diclofenac, ibuprofen, and naproxen. Combined with aspirin, these types of drugs can increase the risk of stomach bleeding. Examples include citalopram, fluoxetine, paroxetine, venlafaxine, and sertraline. In combination with aspirin, any of these can increase the risk of bleeding. Warfarin: In combination with this blood thinner, aspirin can reduce the drug’s anticoagulant effects and increase the risk of bleeding. There are situations, however, when this combination may be beneficial.",https://www.medicalnewstoday.com/articles/161255,SUPPORTS
And a lot of Non-steroidal anti-inflammatory drugs such as the ibuprofen have more severe adverse events such as the gastrointestinal bleeding or cardiovascular events.,"However, NSAID use can be associated with a range of serious adverse effects including: cardiovascular events, gastrointestinal complications, renal failure and ...",https://bpac.org.nz/bpj/2013/october/nsaids.aspx,SUPPORTS
And a lot of Non-steroidal anti-inflammatory drugs such as the ibuprofen have more severe adverse events such as the gastrointestinal bleeding or cardiovascular events.,"Nonsteroidal anti-inflammatory drugs (NSAIDs) are medications that relieve or reduce pain. The most popular examples of drugs in this group are aspirin and ibuprofen. NSAIDs may cause some side effects. NSAIDs come under the wider definition of non-opioid analgesics. Doctors typically use NSAIDs rather than opioid pain relievers, such as morphine, to treat less severe pain. This class of drugs includes some of the most common pain relief drugs, such as ibuprofen and naproxen. Nonsteroidal anti-inflammatory drugs are non-opioid analgesic medications that people primarily use to treat mild symptoms of pain throughout the body. Anti-inflammatory drugs reduce inflammation, minimizing its direct effect on pain-nerve stimulation and sensitivity, as well as decreasing the resulting inflammatory heat and swelling. In this way, NSAIDs help relieve pain.",https://www.medicalnewstoday.com/articles/179211,REFUTES
And a lot of Non-steroidal anti-inflammatory drugs such as the ibuprofen have more severe adverse events such as the gastrointestinal bleeding or cardiovascular events.,"The risk appears greater at higher doses. There is an increased risk of heart failure with NSAID use. NSAIDs can increase the risk of heart attack or stroke in patients with or without heart disease or risk factors for heart disease. A large number of studies support this finding, with varying estimates of how much the risk is increased, depending on the drugs and the doses studied.",https://www.fda.gov/drugs/drug-safety-and-availability/fda-drug-safety-communication-fda-strengthens-warning-non-aspirin-nonsteroidal-anti-inflammatory,SUPPORTS
"So compared to the non-steroidal anti-inflammatory drugs such as the ibuprofen, there seems to be no adverse event for turmeric extract.","Considering that Turmeric is a naturally sourced herbal remedy and ibuprofen is an over the counter NSAID (Nonsteroidal anti-inflammatory drug), Turmeric is proving to be a safer and more efficacious alternative to Ibuprofen for inflammation and post-workout joint pain. Both Turmeric vs. Ibuprofen are used as a powerful anti-inflammatory, but which one is better? For years, I was taking Ibuprofen as an anti-inflammatory to help with increased exercise-induced muscle soreness and pain, post workout. However with the overwhelming and pivotal evidence supporting the fact, that Turmeric is just as effective as Ibuprofen for inflammation, joint mobility, and reducing pain (with less adverse effects and long term health effects) using turmeric instead of ibuprofen is a no brainer. Recent studies suggest that Turmeric is just as effective as ibuprofen to reduce inflammation and relieve pain. So which one is better, Turmeric Vs Ibuprofen?",https://swolverine.com/blogs/blog/turmeric-vs-ibuprofen-which-one-is-more-effective-for-post-workout-inflammation-pain,REFUTES
"So compared to the non-steroidal anti-inflammatory drugs such as the ibuprofen, there seems to be no adverse event for turmeric extract.","There was no significant difference reported in the reduction of rescue therapy use between turmeric and NSAID therapy. (table 2) ... ACR, American College of Rheumatology; BMI, body mass index; KL grade, Kellgren-Lawrence grade; NSAIDs, non-steroidal anti-inflammatory drugs; OA, osteoarthritis; OTC, over-the-counter; RCT, randomised controlled trial; TVAS, targeted visual analog scale; VAS, Visual Analogue Score. Excluding the study by Belcaro et al,29 a total of nine studies recorded adverse events (AEs).26–28 30–35 There were no severe AEs recorded and those reported were non-specific with gastrointestinal discomfort secondary to nausea, diarrhoea and dyspepsia being most prevalent. To determine whether supplementation with turmeric or curcumin extract effects pain and physical function in individuals with knee osteoarthritis (OA). Second, we investigated the therapeutic response (pain and function) of turmeric compared with non-steroidal anti-inflammatory drugs (NSAIDs). Second, we investigated the therapeutic response (pain and function) of turmeric compared with non-steroidal anti-inflammatory drugs (NSAIDs). A search was conducted in MEDLINE, Embase, CINAHL and Cochrane Review. Inclusion criteria included randomised controlled trials reporting pain and physical function in humans with knee OA comparing turmeric therapy with NSAIDs or no therapy.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7812094/,REFUTES
Especially the curcumin can actually improve a certain type of bacterial colony which reduces the inflammation.,"Emerging evidence suggests that curcumin has anti-inflammatory and antimicrobial properties that could be beneficial in the treatment of certain diseases of the oral cavity. For example, the topical application of a curcumin gel was found to reduce gingival bleeding and periodontal bacteria after conventional periodontal therapy (scaling and root planing) (90-92). For example, the topical application of a curcumin gel was found to reduce gingival bleeding and periodontal bacteria after conventional periodontal therapy (scaling and root planing) (90-92). A mouthwash containing curcumin was also found to be as effective as chlorhexidine in reducing inflammation in individuals who underwent periodontal therapy for gingivitis (93). Inhibition of dextran sulfate sodium (DSS)-induced colitis by curcumin in mice has been associated with a downregulation of the expression of p38-MAPK and pro-inflammatory cytokine TNF-α and a reduction of myeloperoxidase (MPO) activity, a marker of neutrophil infiltration in intestinal mucosa (29). Curcumin has also been shown to improve colitis by preventing STAT3 activation and STAT3-dependent induction of cell proliferation in mouse colon (30).",https://lpi.oregonstate.edu/mic/dietary-factors/phytochemicals/curcumin,REFUTES
The best way to do it is to combine the turmeric with some pepper because piperine seems to increase the bioavailability that means the increased absorption of curcumin in the body.,"Black pepper contains a compound called piperine that helps to increase the rate at which turmeric is absorbed by the body. In fact, research shows that piperine can increase the bioavailability of curcumin by 2000%. It is not necessary to take turmeric with black pepper but it can help if you are taking turmeric for health reasons.  · One of the simplest ways to combine turmeric and black pepper (or their key ingredients curcumin and piperine) is in a nutritional supplement which already includes measured doses of both. One of the simplest ways to combine turmeric and black pepper (or their key ingredients curcumin and piperine) is in a nutritional supplement which already includes measured doses of both. This is a supplement we often manufacture here at RAIN Nutrience, as you can see from our sample product menu. As we mentioned earlier, turmeric is thought to have strong anti-inflammatory properties which could help to benefit a range of conditions in which chronic inflammation plays a role. However, curcumin doesn’t absorb into the bloodstream easily and therefore relies on methods of increasing its bioavailability. This is the primary reason why you should take turmeric with black pepper. Black pepper contains a compound called piperine that helps to increase the rate at which turmeric is absorbed by the body.",https://rainuk.com/posts/why-you-should-take-turmeric-with-black-pepper,SUPPORTS
The best way to do it is to combine the turmeric with some pepper because piperine seems to increase the bioavailability that means the increased absorption of curcumin in the body.,"By adding even just a pinch of pepper, this helps to suppress this process, allowing curcumin levels in the bloodstream to rise. Traditionally, turmeric is eaten with pepper in curries, which could be why cancer rates in India are lower than in Western countries. The best turmeric supplements combine curcumin and black pepper. Adding black pepper can increase absorption of curcumin by 2,000%! The liver actively tries to get rid of the curcumin. By adding even just a pinch of pepper, this helps to suppress this process, allowing curcumin levels in the bloodstream to rise. When cooking, you can make a paste by heating the turmeric with coconut oil and water, and adding black pepper, which you can store in the fridge and add to recipes, smoothies or yogurt. Add turmeric powder or root to soups, curries and vegetables. As an example, including 1/2-1 teaspoon a day of powdered Turmeric in your diet is well suited to many people.",https://www.healthandfitnesstravel.com/blog/how-to-activate-turmeric-for-maximum-benefit,SUPPORTS
The best way to do it is to combine the turmeric with some pepper because piperine seems to increase the bioavailability that means the increased absorption of curcumin in the body.,"This helps curcumin become more bioavailable, enhancing its antioxidant and anti-inflammatory properties. It’s quite a heat-sensitive spice, so if you’re mainly looking to maximise curcumin absorption, we’d recommend cooking it for around 10-15 mins in healthy oil. You've probably heard that using pepper with turmeric increases the absorption of curcumin by almost 2000%. This is and isn't true. Black peppercorns contain piperine, an alkaloid that gives pepper its rich spicy flavour we all love. Several studies have shown that piperine stops the digestive enzymes in our body from trying to remove the curcumin, helping us retain it in our system rather than being excreted. Don't be afraid to incorporate turmeric into dishes - this is one of the best and tastiest ways to get its benefits. Cooking it with healthy fats is a classic (and delicious!) method by South Asians who use fats like ghee, coconut or mustard oil when frying off spices for their dishes. ... If you are taking turmeric supplements it's best to take it with a meal or just before. You've probably heard that using pepper with turmeric increases the absorption of curcumin by almost 2000%. This is and isn't true.",https://www.dearfarmer.co.uk/blogs/diggingdeeper/the-3-ways-to-increase-curcumin-absorption,SUPPORTS
The best way to do it is to combine the turmeric with some pepper because piperine seems to increase the bioavailability that means the increased absorption of curcumin in the body.,"Piperine works by increasing membrane fluidity in your gut (your intestines, to be precise), making it easier for micronutrients to be absorbed into your body. This means you could absorb more iron, zinc, and calcium from the foods you consume by adding a dash of black pepper to your meal, as well as aiding with curcumin absorption and bioavailability. In fact, black pepper benefits curcumin absorption. Research has found that consuming just 20mg of piperine per 2g of turmeric can increase curcumin absorption, turmeric’s powerful active ingredient, by up to 2000%. We’re going to show you how to absorb turmeric better by improving the curcumin absorption and bioavailability using one key ingredient. So, what is this mystical ingredient we’re talking about? It’s called piperine, though you may know it better as black pepper. There are plenty of turmeric and black pepper benefits to be gained when using these two spices in your diet or taking supplements. Piperine, or black pepper extract, goes hand-in-hand with turmeric, because it helps the body access all of its micronutrients. This means you could absorb more iron, zinc, and calcium from the foods you consume by adding a dash of black pepper to your meal, as well as aiding with curcumin absorption and bioavailability. In fact, black pepper benefits curcumin absorption. Research has found that consuming just 20mg of piperine per 2g of turmeric can increase curcumin absorption, turmeric’s powerful active ingredient, by up to 2000%. The health benefits of black pepper stretch beyond its use in turmeric supplements, where it’s already incredibly useful for aiding in absorption.",https://theturmeric.co/blogs/the-root/this-mystery-ingredient-increases-turmeric-absorption-by-2000,SUPPORTS
The best way to do it is to combine the turmeric with some pepper because piperine seems to increase the bioavailability that means the increased absorption of curcumin in the body.,"Heat is said to increase the solubility of curcumin by 12 times, which may also increase its bioavailability in the body. So make sure to not just sprinkle it it raw in a cold dish. The liver makes certain substances water soluble so they can more easily pass through our systems. But when we add pepper, high in a compound called piperine, the absorption of the curcumin is slowed down, thanks to the drug inhibiting components of piperine. So eating turmeric with pepper increases the absorption, it’s been reported, up to 2000%. According to scientific studies, curcumin has a low absorption rate and therefore a rather low bioavailability, meaning the good stuff is in there, but our bodies struggle to access it. Most of the curcumin is absorbed directly into the lining of the liver and stomach wall, as opposed to the bloodstream, where we want it in order to reap the health benefits. However, there are some solutions. ... The liver makes certain substances water soluble so they can more easily pass through our systems. But when we add pepper, high in a compound called piperine, the absorption of the curcumin is slowed down, thanks to the drug inhibiting components of piperine.",https://www.shazandkiks.com/blogs/read/how-to-actually-eat-turmeric,SUPPORTS
